"TE_SH","TE_HS","TE_HM","A_hand","C_surf","C_hand","C_hand_after_wash","Dose","Dose_after_wash"
0.254444484774622,0.479566745722048,0.838292220487661,446.086464740802,60.0401153756771,6814.8077064104,164.796202741742,2548402.88263967,61625.67400399
0.000506954078897975,0.1249331445804,0.435340559893595,533.969545084983,81.8151070598979,22.1471890325366,0.576372079743012,5148.30457246065,133.982647153111
0.0273608437068541,0.390850736987619,0.586642434014298,526.552616835106,95.4619996279944,1375.31375946321,27.5001856863979,424831.81927282,8494.75534953761
0.0837865490577545,0.168455400304166,0.176342361499111,475.653025666252,53.7668864020146,2142.78922863538,36.6767818798257,179732.398792106,3076.36696094183
0.22197812393665,0.403325897482877,0.79505113394412,477.250637700781,35.4084448882379,3751.14236734956,88.8539833079444,1423328.43588547,33714.6364224105
0.159796766279534,0.0877756097125987,0.430214459779726,516.443296354264,40.4780816433951,3340.49289971659,48.9484968344416,742195.301454174,10875.4442695715
0.25789115373986,0.21503648102995,0.425082722782054,472.444574094843,73.452531364467,8949.40326322213,278.871426331542,1797290.99051351,56005.1980356147
0.0919563839989103,0.132403906175157,0.242148284656615,516.224343692884,85.7549713619985,4070.79912230177,66.9728279276303,508861.448602188,8371.79364845915
0.271262623698955,0.716442907943838,0.47630183573547,482.623935644515,87.83479841277,11499.1416496247,321.770426735059,2643361.35194336,73966.8695408701
0.623658068841971,0.258397484585389,0.196053081995039,519.061229415238,124.447328032646,40285.6813347913,1189.35960397827,4099614.09871406,121033.460012488
0.361928663616965,0.381228464787439,0.868324547356074,456.114497063681,54.7547704440076,9038.96735246707,167.614356886725,3579931.95877012,66384.5735435378
0.416779162295198,0.246230464818216,0.257564547791622,499.906028064433,43.3714407677297,9036.45770925799,215.626540563535,1163516.85479324,27763.6572159682
0.609962937871888,0.439364828976973,0.750216317871667,475.076293249149,106.807993687782,30950.7062911545,558.902810716792,11031140.8401644,199198.543741882
0.29696419919614,0.216886741877053,0.296741288492605,488.404511939734,30.8512060817797,4474.61742819398,146.443695968698,648505.338149949,21224.0532510597
0.367892364365373,0.283269261657171,0.685397674622416,487.40248806309,108.037801179523,19372.4367949715,530.222993932125,6471644.0301321,177128.696283076
0.220649223468696,0.0912493450727595,0.162312624350987,449.770464154426,52.9192826708313,5251.78918458824,147.670480389539,383398.594662259,10780.4507501169
0.0443524853849923,0.17673282250574,0.586802961855522,445.042656741571,29.4999661981128,582.292396693515,14.6230558886618,152067.027275887,3818.84539675413
0.306924563632749,0.179694217461078,0.122085039846437,495.329757980071,71.3421930772252,10846.0729841783,188.245422959704,655887.556767385,11383.6437130555
0.479401517996952,0.391246869045539,0.303245641206329,446.757393153384,131.120903001772,28082.973133644,608.826510102908,3804603.47070199,82482.1304485697
0.537641563364246,0.574345674084722,0.674687746723057,453.833577698097,28.2391965053044,6890.35813625483,164.445437837606,2109799.78241124,50352.5277072
0.225463366678824,0.168700242478822,0.362088139928302,521.029698986094,30.3780665533152,3568.60595602431,70.4381895332763,673248.46966648,13288.7754752805
0.0881574237015854,0.0939569933206457,0.497768531525188,506.717803797219,48.7814560156781,2179.11330583345,57.4065303665581,549633.776811238,14479.5445076374
0.311719659263082,0.417864292181561,0.800764391874703,505.778558489401,112.544649727363,17743.915516445,407.710886936214,7186453.63826566,165126.766077519
0.0531107952638184,0.242497036941712,0.148074328627868,523.438204370905,97.0418531615287,2697.7847997127,63.9007769405844,209099.258650326,4952.80612704133
0.31836452148172,0.191258783966618,0.785696910919179,471.87942571938,46.0815566123929,6922.81693081371,128.484031201679,2566663.50217944,47635.9951149933
0.277998503223607,0.153743846832359,0.480901270406874,515.590358728077,55.9228455412202,8015.60868127371,229.575868368467,1987454.61039285,56922.8908454333
0.425919075200818,0.128001401978321,0.267716619524661,487.654550415464,119.499170380551,24820.1420149855,445.591521951557,3240349.65284895,58173.4114412564
0.449794828574183,0.148090582751555,0.429238967577608,534.399216780439,62.9608653692994,15133.9034670799,319.534380877092,3471489.96379938,73296.3837595897
0.0329983204535097,0.277588802280201,0.559446040833147,531.584162961226,38.7829401075374,680.30646669313,19.2920831330046,202318.14657366,5737.32382993071
0.175496999438948,0.556164767439262,0.315387495816644,506.461364477873,62.3947557274718,5545.7987435819,93.0693275810582,885839.203829765,14866.1108809238
